A,H,Transmitted,Absorbed,Reflected
0.29,5.93,0.0,0.319,0.681
0.29,5.94,0.0,0.309,0.691
0.29,5.95,0.0,0.323,0.677
0.29,5.96,0.0,0.33,0.67
0.29,5.97,0.0,0.321,0.679
0.29,5.98,0.0,0.314,0.686
0.29,5.99,0.0,0.323,0.677
0.29,6.0,0.0,0.308,0.692
0.29,6.01,0.0,0.298,0.702
0.29,6.02,0.0,0.324,0.676
0.29,6.03,0.0,0.326,0.674
0.29,6.04,0.0,0.327,0.673
0.29,6.05,0.0,0.307,0.693
0.29,6.06,0.0,0.345,0.655
0.29,6.07,0.0,0.328,0.672
0.29,6.08,0.0,0.289,0.711
0.29,6.09,0.0,0.314,0.686
0.29,6.1,0.0,0.308,0.692
0.29,6.11,0.0,0.323,0.677
0.29,6.12,0.0,0.326,0.674
0.29,6.13,0.0,0.293,0.707
0.29,6.14,0.0,0.337,0.663
0.29,6.15,0.0,0.32,0.68
0.29,6.16,0.0,0.31,0.69
0.29,6.17,0.0,0.324,0.676
0.29,6.18,0.0,0.348,0.652
0.29,6.19,0.0,0.326,0.674
0.29,6.2,0.0,0.316,0.684
0.29,6.21,0.0,0.309,0.691
0.29,6.22,0.0,0.318,0.682
0.29,6.23,0.0,0.311,0.689
0.29,6.24,0.0,0.329,0.671
0.29,6.25,0.0,0.348,0.652
0.29,6.26,0.0,0.313,0.687
0.29,6.27,0.0,0.326,0.674
0.29,6.28,0.0,0.298,0.702
0.29,6.29,0.0,0.289,0.711
0.29,6.3,0.0,0.307,0.693
0.29,6.31,0.0,0.338,0.662
0.29,6.32,0.0,0.33,0.67
0.29,6.33,0.0,0.3,0.7
0.29,6.34,0.0,0.322,0.678
0.29,6.35,0.0,0.334,0.666
0.29,6.36,0.0,0.334,0.666
0.29,6.37,0.0,0.313,0.687
0.29,6.38,0.0,0.349,0.651
0.29,6.39,0.0,0.312,0.688
0.29,6.4,0.0,0.325,0.675
0.29,6.41,0.0,0.299,0.701
0.29,6.42,0.0,0.318,0.682
0.29,6.43,0.0,0.32,0.68
0.29,6.44,0.0,0.311,0.689
0.29,6.45,0.0,0.343,0.657
0.29,6.46,0.0,0.305,0.695
0.29,6.47,0.0,0.297,0.703
0.29,6.48,0.0,0.322,0.678
0.29,6.49,0.0,0.317,0.683
0.29,6.5,0.0,0.306,0.694
0.29,6.51,0.0,0.325,0.675
0.29,6.52,0.0,0.316,0.684
0.29,6.53,0.0,0.307,0.693
0.29,6.54,0.0,0.34,0.66
0.29,6.55,0.0,0.322,0.678
0.29,6.56,0.0,0.324,0.676
0.29,6.57,0.0,0.325,0.675
0.29,6.58,0.0,0.303,0.697
0.29,6.59,0.0,0.296,0.704
0.29,6.6,0.0,0.344,0.656
0.29,6.61,0.0,0.327,0.673
0.29,6.62,0.0,0.327,0.673
0.29,6.63,0.0,0.334,0.666
0.29,6.64,0.0,0.331,0.669
0.29,6.65,0.0,0.322,0.678
0.29,6.66,0.0,0.332,0.668
0.29,6.67,0.0,0.313,0.687
0.29,6.68,0.0,0.314,0.686
0.29,6.69,0.0,0.319,0.681
0.29,6.7,0.0,0.327,0.673
0.29,6.71,0.0,0.31,0.69
0.29,6.72,0.0,0.312,0.688
0.29,6.73,0.0,0.325,0.675
0.29,6.74,0.0,0.319,0.681
0.29,6.75,0.0,0.302,0.698
0.29,6.76,0.0,0.292,0.708
0.29,6.77,0.0,0.303,0.697
0.29,6.78,0.0,0.321,0.679
0.29,6.79,0.0,0.313,0.687
0.29,6.8,0.0,0.316,0.684
0.29,6.81,0.0,0.329,0.671
0.29,6.82,0.0,0.32,0.68
0.29,6.83,0.0,0.332,0.668
0.29,6.84,0.0,0.314,0.686
0.29,6.85,0.0,0.319,0.681
0.29,6.86,0.0,0.303,0.697
0.29,6.87,0.0,0.295,0.705
0.29,6.88,0.0,0.311,0.689
0.29,6.89,0.0,0.319,0.681
0.29,6.9,0.0,0.347,0.653
0.29,6.91,0.0,0.298,0.702
0.29,6.92,0.0,0.315,0.685
0.29,6.93,0.0,0.342,0.658
0.29,6.94,0.0,0.299,0.701
0.29,6.95,0.0,0.317,0.683
0.29,6.96,0.0,0.324,0.676
0.29,6.97,0.0,0.309,0.691
0.29,6.98,0.0,0.324,0.676
0.29,6.99,0.0,0.319,0.681
0.29,7.0,0.0,0.306,0.694
0.29,7.01,0.0,0.336,0.664
0.29,7.02,0.0,0.317,0.683
0.29,7.03,0.0,0.319,0.681
0.29,7.04,0.0,0.313,0.687
0.29,7.05,0.0,0.314,0.686
0.29,7.06,0.0,0.309,0.691
0.29,7.07,0.0,0.281,0.719
0.29,7.08,0.0,0.316,0.684
0.29,7.09,0.0,0.318,0.682
0.29,7.1,0.0,0.298,0.702
0.29,7.11,0.0,0.305,0.695
0.29,7.12,0.0,0.343,0.657
0.29,7.13,0.0,0.352,0.648
0.29,7.14,0.0,0.283,0.717
0.29,7.15,0.0,0.319,0.681
0.29,7.16,0.0,0.314,0.686
0.29,7.17,0.0,0.31,0.69
0.29,7.18,0.0,0.288,0.712
0.29,7.19,0.0,0.331,0.669
0.29,7.2,0.0,0.324,0.676
0.29,7.21,0.0,0.306,0.694
0.29,7.22,0.0,0.298,0.702
0.29,7.23,0.0,0.318,0.682
0.29,7.24,0.0,0.331,0.669
0.29,7.25,0.0,0.339,0.661
0.29,7.26,0.0,0.333,0.667
0.29,7.27,0.0,0.319,0.681
0.29,7.28,0.0,0.298,0.702
0.29,7.29,0.0,0.316,0.684
0.29,7.3,0.0,0.311,0.689
0.29,7.31,0.0,0.331,0.669
0.29,7.32,0.0,0.302,0.698
0.29,7.33,0.0,0.31,0.69
0.29,7.34,0.0,0.328,0.672
0.29,7.35,0.0,0.31,0.69
0.29,7.36,0.0,0.329,0.671
0.29,7.37,0.0,0.34,0.66
0.29,7.38,0.0,0.318,0.682
0.29,7.39,0.0,0.318,0.682
0.29,7.4,0.0,0.334,0.666
0.29,7.41,0.0,0.322,0.678
0.29,7.42,0.0,0.307,0.693
0.29,7.43,0.0,0.302,0.698
0.29,7.44,0.0,0.305,0.695
0.29,7.45,0.0,0.316,0.684
0.29,7.46,0.0,0.311,0.689
0.29,7.47,0.0,0.333,0.667
0.29,7.48,0.0,0.352,0.648
0.29,7.49,0.0,0.325,0.675
0.29,7.5,0.0,0.311,0.689
0.29,7.51,0.0,0.31,0.69
0.29,7.52,0.0,0.303,0.697
0.29,7.53,0.0,0.329,0.671
0.29,7.54,0.0,0.317,0.683
0.29,7.55,0.0,0.308,0.692
0.29,7.56,0.0,0.309,0.691
0.29,7.57,0.0,0.326,0.674
0.29,7.58,0.0,0.335,0.665
0.29,7.59,0.0,0.32,0.68
0.29,7.6,0.0,0.316,0.684
0.29,7.61,0.0,0.306,0.694
0.29,7.62,0.0,0.321,0.679
0.29,7.63,0.0,0.302,0.698
0.29,7.64,0.0,0.356,0.644
0.29,7.65,0.0,0.332,0.668
0.29,7.66,0.0,0.329,0.671
0.29,7.67,0.0,0.318,0.682
0.29,7.68,0.0,0.316,0.684
0.29,7.69,0.0,0.318,0.682
0.29,7.7,0.0,0.323,0.677
0.29,7.71,0.0,0.314,0.686
0.29,7.72,0.0,0.286,0.714
0.29,7.73,0.0,0.308,0.692
0.29,7.74,0.0,0.317,0.683
0.29,7.75,0.0,0.291,0.709
0.29,7.76,0.0,0.33,0.67
0.29,7.77,0.0,0.335,0.665
0.29,7.78,0.0,0.308,0.692
0.29,7.79,0.0,0.322,0.678
0.29,7.8,0.0,0.325,0.675
0.29,7.81,0.0,0.311,0.689
0.29,7.82,0.0,0.282,0.718
0.29,7.83,0.0,0.322,0.678
0.29,7.84,0.0,0.302,0.698
0.29,7.85,0.0,0.314,0.686
0.29,7.86,0.0,0.312,0.688
0.29,7.87,0.0,0.319,0.681
0.29,7.88,0.0,0.295,0.705
0.29,7.89,0.0,0.299,0.701
0.29,7.9,0.0,0.291,0.709
0.29,7.91,0.0,0.287,0.713
0.29,7.92,0.0,0.329,0.671
0.29,7.93,0.0,0.322,0.678
0.29,7.94,0.0,0.325,0.675
0.29,7.95,0.0,0.321,0.679
0.29,7.96,0.0,0.299,0.701
0.29,7.97,0.0,0.343,0.657
0.29,7.98,0.0,0.294,0.706
0.29,7.99,0.0,0.301,0.699
0.29,8.0,0.0,0.291,0.709
0.29,8.01,0.0,0.314,0.686
0.29,8.02,0.0,0.308,0.692
0.29,8.03,0.0,0.308,0.692
0.29,8.04,0.0,0.312,0.688
0.29,8.05,0.0,0.302,0.698
0.29,8.06,0.0,0.32,0.68
0.29,8.07,0.0,0.301,0.699
0.29,8.08,0.0,0.339,0.661
0.29,8.09,0.0,0.314,0.686
0.29,8.1,0.0,0.303,0.697
0.29,8.11,0.0,0.31,0.69
0.29,8.12,0.0,0.325,0.675
0.29,8.13,0.0,0.316,0.684
0.29,8.14,0.0,0.31,0.69
0.29,8.15,0.0,0.32,0.68
0.29,8.16,0.0,0.336,0.664
0.29,8.17,0.0,0.307,0.693
0.29,8.18,0.0,0.305,0.695
0.29,8.19,0.0,0.322,0.678
0.29,8.2,0.0,0.301,0.699
0.29,8.21,0.0,0.318,0.682
0.29,8.22,0.0,0.34,0.66
0.29,8.23,0.0,0.315,0.685
0.29,8.24,0.0,0.314,0.686
0.29,8.25,0.0,0.318,0.682
0.29,8.26,0.0,0.298,0.702
0.29,8.27,0.0,0.333,0.667
0.29,8.28,0.0,0.335,0.665
0.29,8.29,0.0,0.331,0.669
0.29,8.3,0.0,0.301,0.699
0.29,8.31,0.0,0.324,0.676
0.29,8.32,0.0,0.315,0.685
0.29,8.33,0.0,0.332,0.668
0.29,8.34,0.0,0.311,0.689
0.29,8.35,0.0,0.302,0.698
0.29,8.36,0.0,0.305,0.695
0.29,8.37,0.0,0.304,0.696
0.29,8.38,0.0,0.321,0.679
0.29,8.39,0.0,0.295,0.705
0.29,8.4,0.0,0.361,0.639
0.29,8.41,0.0,0.331,0.669
0.29,8.42,0.0,0.319,0.681
0.29,8.43,0.0,0.325,0.675
0.29,8.44,0.0,0.298,0.702
0.29,8.45,0.0,0.326,0.674
0.29,8.46,0.0,0.315,0.685
0.29,8.47,0.0,0.332,0.668
0.29,8.48,0.0,0.323,0.677
0.29,8.49,0.0,0.3,0.7
0.29,8.5,0.0,0.31,0.69
0.29,8.51,0.0,0.305,0.695
0.29,8.52,0.0,0.316,0.684
0.29,8.53,0.0,0.324,0.676
0.29,8.54,0.0,0.332,0.668
0.29,8.55,0.0,0.33,0.67
0.29,8.56,0.0,0.314,0.686
0.29,8.57,0.0,0.311,0.689
0.29,8.58,0.0,0.326,0.674
0.29,8.59,0.0,0.316,0.684
0.29,8.6,0.0,0.295,0.705
0.29,8.61,0.0,0.3,0.7
0.29,8.62,0.0,0.322,0.678
0.29,8.63,0.0,0.312,0.688
0.29,8.64,0.0,0.324,0.676
0.29,8.65,0.0,0.315,0.685
0.29,8.66,0.0,0.333,0.667
0.29,8.67,0.0,0.322,0.678
0.29,8.68,0.0,0.337,0.663
0.29,8.69,0.0,0.321,0.679
0.29,8.7,0.0,0.283,0.717
0.29,8.71,0.0,0.332,0.668
0.29,8.72,0.0,0.318,0.682
0.29,8.73,0.0,0.303,0.697
0.29,8.74,0.0,0.304,0.696
0.29,8.75,0.0,0.312,0.688
0.29,8.76,0.0,0.315,0.685
0.29,8.77,0.0,0.315,0.685
0.29,8.78,0.0,0.298,0.702
0.29,8.79,0.0,0.301,0.699
0.29,8.8,0.0,0.312,0.688
0.29,8.81,0.0,0.286,0.714
0.29,8.82,0.0,0.32,0.68
0.29,8.83,0.0,0.326,0.674
0.29,8.84,0.0,0.325,0.675
0.29,8.85,0.0,0.339,0.661
0.29,8.86,0.0,0.328,0.672
0.29,8.87,0.0,0.323,0.677
0.29,8.88,0.0,0.323,0.677
0.29,8.89,0.0,0.307,0.693
0.29,8.9,0.0,0.338,0.662
0.29,8.91,0.0,0.326,0.674
0.29,8.92,0.0,0.319,0.681
0.29,8.93,0.0,0.305,0.695
0.29,8.94,0.0,0.331,0.669
0.29,8.95,0.0,0.35,0.65
0.29,8.96,0.0,0.297,0.703
0.29,8.97,0.0,0.3,0.7
0.29,8.98,0.0,0.343,0.657
0.29,8.99,0.0,0.339,0.661
0.29,9.0,0.0,0.308,0.692
0.29,9.01,0.0,0.325,0.675
0.29,9.02,0.0,0.32,0.68
0.29,9.03,0.0,0.316,0.684
0.29,9.04,0.0,0.309,0.691
0.29,9.05,0.0,0.326,0.674
0.29,9.06,0.0,0.297,0.703
0.29,9.07,0.0,0.326,0.674
0.29,9.08,0.0,0.332,0.668
0.29,9.09,0.0,0.329,0.671
0.29,9.1,0.0,0.316,0.684
0.29,9.11,0.0,0.298,0.702
0.29,9.12,0.0,0.331,0.669
0.29,9.13,0.0,0.322,0.678
0.29,9.14,0.0,0.346,0.654
0.29,9.15,0.0,0.328,0.672
0.29,9.16,0.0,0.34,0.66
0.29,9.17,0.0,0.304,0.696
0.29,9.18,0.0,0.333,0.667
0.29,9.19,0.0,0.305,0.695
0.29,9.2,0.0,0.327,0.673
0.29,9.21,0.0,0.329,0.671
0.29,9.22,0.0,0.322,0.678
0.29,9.23,0.0,0.29,0.71
0.29,9.24,0.0,0.321,0.679
0.29,9.25,0.0,0.307,0.693
0.29,9.26,0.0,0.334,0.666
0.29,9.27,0.0,0.298,0.702
0.29,9.28,0.0,0.316,0.684
0.29,9.29,0.0,0.304,0.696
0.29,9.3,0.0,0.316,0.684
0.29,9.31,0.0,0.335,0.665
0.29,9.32,0.0,0.307,0.693
0.29,9.33,0.0,0.316,0.684
0.29,9.34,0.0,0.315,0.685
0.29,9.35,0.0,0.301,0.699
0.29,9.36,0.0,0.326,0.674
0.29,9.37,0.0,0.333,0.667
0.29,9.38,0.0,0.32,0.68
0.29,9.39,0.0,0.309,0.691
0.29,9.4,0.0,0.31,0.69
0.29,9.41,0.0,0.294,0.706
0.29,9.42,0.0,0.303,0.697
0.29,9.43,0.0,0.306,0.694
0.29,9.44,0.0,0.327,0.673
0.29,9.45,0.0,0.307,0.693
0.29,9.46,0.0,0.309,0.691
0.29,9.47,0.0,0.307,0.693
0.29,9.48,0.0,0.319,0.681
0.29,9.49,0.0,0.315,0.685
0.29,9.5,0.0,0.312,0.688
0.29,9.51,0.0,0.316,0.684
0.29,9.52,0.0,0.308,0.692
0.29,9.53,0.0,0.336,0.664
0.29,9.54,0.0,0.328,0.672
0.29,9.55,0.0,0.294,0.706
0.29,9.56,0.0,0.321,0.679
0.29,9.57,0.0,0.307,0.693
0.29,9.58,0.0,0.298,0.702
0.29,9.59,0.0,0.325,0.675
0.29,9.6,0.0,0.28,0.72
0.29,9.61,0.0,0.312,0.688
0.29,9.62,0.0,0.316,0.684
0.29,9.63,0.0,0.329,0.671
0.29,9.64,0.0,0.304,0.696
0.29,9.65,0.0,0.322,0.678
0.29,9.66,0.0,0.327,0.673
0.29,9.67,0.0,0.331,0.669
0.29,9.68,0.0,0.331,0.669
0.29,9.69,0.0,0.305,0.695
0.29,9.7,0.0,0.314,0.686
0.29,9.71,0.0,0.301,0.699
0.29,9.72,0.0,0.333,0.667
0.29,9.73,0.0,0.321,0.679
0.29,9.74,0.0,0.318,0.682
0.29,9.75,0.0,0.321,0.679
0.29,9.76,0.0,0.313,0.687
0.29,9.77,0.0,0.285,0.715
0.29,9.78,0.0,0.317,0.683
0.29,9.79,0.0,0.338,0.662
0.29,9.8,0.0,0.311,0.689
0.29,9.81,0.0,0.315,0.685
0.29,9.82,0.0,0.28,0.72
0.29,9.83,0.0,0.311,0.689
0.29,9.84,0.0,0.312,0.688
0.29,9.85,0.0,0.32,0.68
0.29,9.86,0.0,0.305,0.695
0.29,9.87,0.0,0.296,0.704
0.29,9.88,0.0,0.288,0.712
0.29,9.89,0.0,0.311,0.689
0.29,9.9,0.0,0.327,0.673
0.29,9.91,0.0,0.33,0.67
0.29,9.92,0.0,0.338,0.662
0.29,9.93,0.0,0.317,0.683
0.29,9.94,0.0,0.326,0.674
0.29,9.95,0.0,0.319,0.681
0.29,9.96,0.0,0.31,0.69
0.29,9.97,0.0,0.29,0.71
0.29,9.98,0.0,0.334,0.666
0.29,9.99,0.0,0.302,0.698
0.29,10.0,0.0,0.31,0.69
0.3,0.01,0.956,0.001,0.043
0.3,0.02,0.896,0.009,0.095
0.3,0.03,0.854,0.012,0.134
0.3,0.04,0.825,0.015,0.16
0.3,0.05,0.799,0.021,0.18
0.3,0.06,0.752,0.018,0.23
0.3,0.07,0.711,0.023,0.266
0.3,0.08,0.685,0.035,0.28
0.3,0.09,0.665,0.033,0.302
0.3,0.1,0.656,0.035,0.309
0.3,0.11,0.611,0.047,0.342
0.3,0.12,0.565,0.063,0.372
0.3,0.13,0.528,0.058,0.414
0.3,0.14,0.552,0.055,0.393
0.3,0.15,0.486,0.07,0.444
0.3,0.16,0.498,0.054,0.448
0.3,0.17,0.469,0.058,0.473
0.3,0.18,0.47,0.072,0.458
0.3,0.19,0.442,0.072,0.486
0.3,0.2,0.43,0.085,0.485
0.3,0.21,0.417,0.113,0.47
0.3,0.22,0.375,0.088,0.537
0.3,0.23,0.394,0.123,0.483
0.3,0.24,0.393,0.104,0.503
0.3,0.25,0.345,0.099,0.556
0.3,0.26,0.326,0.102,0.572
0.3,0.27,0.348,0.121,0.531
0.3,0.28,0.325,0.112,0.563
0.3,0.29,0.313,0.149,0.538
0.3,0.3,0.295,0.136,0.569
0.3,0.31,0.297,0.126,0.577
0.3,0.32,0.298,0.119,0.583
0.3,0.33,0.29,0.146,0.564
0.3,0.34,0.261,0.156,0.583
0.3,0.35,0.25,0.164,0.586
0.3,0.36,0.243,0.155,0.602
0.3,0.37,0.231,0.147,0.622
0.3,0.38,0.219,0.167,0.614
0.3,0.39,0.224,0.143,0.633
0.3,0.4,0.241,0.151,0.608
0.3,0.41,0.224,0.173,0.603
0.3,0.42,0.195,0.167,0.638
0.3,0.43,0.208,0.159,0.633
0.3,0.44,0.188,0.181,0.631
0.3,0.45,0.19,0.174,0.636
0.3,0.46,0.181,0.178,0.641
0.3,0.47,0.16,0.175,0.665
0.3,0.48,0.165,0.165,0.67
0.3,0.49,0.152,0.204,0.644
0.3,0.5,0.155,0.21,0.635
0.3,0.51,0.164,0.184,0.652
0.3,0.52,0.128,0.208,0.664
0.3,0.53,0.167,0.177,0.656
0.3,0.54,0.132,0.19,0.678
0.3,0.55,0.153,0.201,0.646
0.3,0.56,0.137,0.209,0.654
0.3,0.57,0.128,0.213,0.659
0.3,0.58,0.152,0.22,0.628
0.3,0.59,0.124,0.244,0.632
0.3,0.6,0.129,0.22,0.651
0.3,0.61,0.12,0.22,0.66
0.3,0.62,0.129,0.217,0.654
0.3,0.63,0.122,0.203,0.675
0.3,0.64,0.098,0.229,0.673
0.3,0.65,0.097,0.24,0.663
0.3,0.66,0.107,0.246,0.647
0.3,0.67,0.093,0.214,0.693
0.3,0.68,0.091,0.236,0.673
0.3,0.69,0.077,0.238,0.685
0.3,0.7,0.078,0.272,0.65
0.3,0.71,0.087,0.25,0.663
0.3,0.72,0.078,0.275,0.647
0.3,0.73,0.091,0.231,0.678
0.3,0.74,0.082,0.263,0.655
0.3,0.75,0.081,0.262,0.657
0.3,0.76,0.088,0.258,0.654
0.3,0.77,0.067,0.253,0.68
0.3,0.78,0.075,0.269,0.656
0.3,0.79,0.066,0.241,0.693
0.3,0.8,0.072,0.253,0.675
0.3,0.81,0.056,0.283,0.661
0.3,0.82,0.063,0.28,0.657
0.3,0.83,0.06,0.244,0.696
0.3,0.84,0.06,0.302,0.638
0.3,0.85,0.061,0.28,0.659
0.3,0.86,0.051,0.276,0.673
0.3,0.87,0.06,0.25,0.69
0.3,0.88,0.048,0.252,0.7
0.3,0.89,0.045,0.278,0.677
0.3,0.9,0.059,0.264,0.677
0.3,0.91,0.052,0.28,0.668
0.3,0.92,0.051,0.262,0.687
0.3,0.93,0.063,0.283,0.654
0.3,0.94,0.048,0.274,0.678
0.3,0.95,0.046,0.282,0.672
0.3,0.96,0.047,0.311,0.642
0.3,0.97,0.038,0.287,0.675
0.3,0.98,0.039,0.269,0.692
0.3,0.99,0.038,0.251,0.711
0.3,1.0,0.052,0.302,0.646
0.3,1.01,0.049,0.279,0.672
0.3,1.02,0.045,0.278,0.677
0.3,1.03,0.048,0.268,0.684
0.3,1.04,0.031,0.287,0.682
0.3,1.05,0.036,0.274,0.69
0.3,1.06,0.038,0.269,0.693
0.3,1.07,0.041,0.292,0.667
0.3,1.08,0.033,0.279,0.688
0.3,1.09,0.027,0.305,0.668
0.3,1.1,0.03,0.304,0.666
0.3,1.11,0.035,0.3,0.665
0.3,1.12,0.036,0.292,0.672
0.3,1.13,0.022,0.309,0.669
0.3,1.14,0.028,0.274,0.698
0.3,1.15,0.027,0.31,0.663
0.3,1.16,0.025,0.296,0.679
0.3,1.17,0.033,0.298,0.669
0.3,1.18,0.017,0.265,0.718
0.3,1.19,0.021,0.295,0.684
0.3,1.2,0.028,0.305,0.667
0.3,1.21,0.022,0.297,0.681
0.3,1.22,0.027,0.319,0.654
0.3,1.23,0.023,0.327,0.65
0.3,1.24,0.023,0.305,0.672
0.3,1.25,0.022,0.291,0.687
0.3,1.26,0.019,0.307,0.674
0.3,1.27,0.012,0.313,0.675
0.3,1.28,0.021,0.308,0.671
0.3,1.29,0.008,0.32,0.672
0.3,1.3,0.029,0.296,0.675
0.3,1.31,0.021,0.296,0.683
0.3,1.32,0.022,0.306,0.672
0.3,1.33,0.016,0.296,0.688
0.3,1.34,0.017,0.312,0.671
0.3,1.35,0.016,0.294,0.69
0.3,1.36,0.019,0.298,0.683
0.3,1.37,0.012,0.302,0.686
0.3,1.38,0.01,0.319,0.671
0.3,1.39,0.01,0.337,0.653
0.3,1.4,0.013,0.316,0.671
0.3,1.41,0.018,0.288,0.694
0.3,1.42,0.016,0.314,0.67
0.3,1.43,0.011,0.331,0.658
0.3,1.44,0.016,0.317,0.667
0.3,1.45,0.012,0.335,0.653
0.3,1.46,0.01,0.301,0.689
0.3,1.47,0.011,0.313,0.676
0.3,1.48,0.016,0.305,0.679
0.3,1.49,0.006,0.314,0.68
0.3,1.5,0.006,0.298,0.696
0.3,1.51,0.014,0.316,0.67
0.3,1.52,0.017,0.308,0.675
0.3,1.53,0.004,0.321,0.675
0.3,1.54,0.011,0.316,0.673
0.3,1.55,0.012,0.308,0.68
0.3,1.56,0.008,0.314,0.678
0.3,1.57,0.004,0.3,0.696
0.3,1.58,0.009,0.316,0.675
0.3,1.59,0.008,0.303,0.689
0.3,1.6,0.011,0.287,0.702
0.3,1.61,0.003,0.289,0.708
0.3,1.62,0.005,0.325,0.67
0.3,1.63,0.005,0.31,0.685
0.3,1.64,0.008,0.316,0.676
0.3,1.65,0.004,0.33,0.666
0.3,1.66,0.008,0.298,0.694
0.3,1.67,0.004,0.301,0.695
0.3,1.68,0.009,0.31,0.681
0.3,1.69,0.003,0.333,0.664
0.3,1.7,0.002,0.325,0.673
0.3,1.71,0.009,0.331,0.66
0.3,1.72,0.007,0.312,0.681
0.3,1.73,0.01,0.331,0.659
0.3,1.74,0.003,0.306,0.691
0.3,1.75,0.006,0.338,0.656
0.3,1.76,0.002,0.326,0.672
0.3,1.77,0.004,0.327,0.669
0.3,1.78,0.005,0.29,0.705
0.3,1.79,0.006,0.314,0.68
0.3,1.8,0.0,0.302,0.698
0.3,1.81,0.004,0.311,0.685
0.3,1.82,0.003,0.329,0.668
0.3,1.83,0.009,0.308,0.683
0.3,1.84,0.003,0.331,0.666
0.3,1.85,0.003,0.317,0.68
0.3,1.86,0.003,0.344,0.653
0.3,1.87,0.006,0.325,0.669
0.3,1.88,0.003,0.276,0.721
0.3,1.89,0.006,0.321,0.673
0.3,1.9,0.003,0.355,0.642
0.3,1.91,0.003,0.33,0.667
0.3,1.92,0.004,0.34,0.656
0.3,1.93,0.005,0.288,0.707
0.3,1.94,0.005,0.308,0.687
0.3,1.95,0.002,0.337,0.661
0.3,1.96,0.007,0.31,0.683
0.3,1.97,0.003,0.335,0.662
0.3,1.98,0.003,0.314,0.683
0.3,1.99,0.004,0.317,0.679
0.3,2.0,0.002,0.295,0.703
0.3,2.01,0.003,0.329,0.668
0.3,2.02,0.004,0.329,0.667
0.3,2.03,0.001,0.316,0.683
0.3,2.04,0.001,0.348,0.651
0.3,2.05,0.0,0.318,0.682
0.3,2.06,0.0,0.298,0.702
0.3,2.07,0.0,0.3,0.7
0.3,2.08,0.001,0.325,0.674
0.3,2.09,0.002,0.305,0.693
0.3,2.1,0.001,0.338,0.661
0.3,2.11,0.002,0.34,0.658
0.3,2.12,0.001,0.318,0.681
0.3,2.13,0.004,0.335,0.661
0.3,2.14,0.001,0.32,0.679
0.3,2.15,0.001,0.315,0.684
0.3,2.16,0.001,0.299,0.7
0.3,2.17,0.001,0.309,0.69
0.3,2.18,0.003,0.307,0.69
0.3,2.19,0.002,0.327,0.671
0.3,2.2,0.0,0.333,0.667
0.3,2.21,0.001,0.324,0.675
0.3,2.22,0.001,0.328,0.671
0.3,2.23,0.005,0.306,0.689
0.3,2.24,0.002,0.323,0.675
0.3,2.25,0.0,0.296,0.704
0.3,2.26,0.0,0.318,0.682
0.3,2.27,0.002,0.319,0.679
0.3,2.28,0.001,0.325,0.674
0.3,2.29,0.001,0.293,0.706
0.3,2.3,0.002,0.342,0.656
0.3,2.31,0.0,0.318,0.682
0.3,2.32,0.001,0.316,0.683
0.3,2.33,0.002,0.303,0.695
0.3,2.34,0.0,0.336,0.664
0.3,2.35,0.0,0.316,0.684
0.3,2.36,0.001,0.311,0.688
0.3,2.37,0.001,0.304,0.695
0.3,2.38,0.0,0.324,0.676
0.3,2.39,0.002,0.31,0.688
0.3,2.4,0.001,0.325,0.674
0.3,2.41,0.0,0.283,0.717
0.3,2.42,0.001,0.319,0.68
0.3,2.43,0.001,0.329,0.67
0.3,2.44,0.0,0.312,0.688
0.3,2.45,0.001,0.301,0.698
0.3,2.46,0.0,0.316,0.684
0.3,2.47,0.001,0.298,0.701
0.3,2.48,0.0,0.333,0.667
0.3,2.49,0.0,0.3,0.7
0.3,2.5,0.0,0.294,0.706
0.3,2.51,0.0,0.303,0.697
0.3,2.52,0.001,0.328,0.671
0.3,2.53,0.0,0.338,0.662
0.3,2.54,0.0,0.324,0.676
0.3,2.55,0.002,0.312,0.686
0.3,2.56,0.0,0.333,0.667
0.3,2.57,0.001,0.34,0.659
0.3,2.58,0.0,0.334,0.666
0.3,2.59,0.0,0.328,0.672
0.3,2.6,0.0,0.321,0.679
0.3,2.61,0.0,0.32,0.68
0.3,2.62,0.0,0.298,0.702
0.3,2.63,0.0,0.322,0.678
0.3,2.64,0.002,0.332,0.666
0.3,2.65,0.001,0.337,0.662
0.3,2.66,0.001,0.319,0.68
0.3,2.67,0.0,0.327,0.673
0.3,2.68,0.0,0.315,0.685
0.3,2.69,0.0,0.314,0.686
0.3,2.7,0.0,0.327,0.673
0.3,2.71,0.0,0.336,0.664
0.3,2.72,0.0,0.328,0.672
0.3,2.73,0.0,0.324,0.676
0.3,2.74,0.0,0.344,0.656
0.3,2.75,0.001,0.328,0.671
0.3,2.76,0.0,0.31,0.69
0.3,2.77,0.001,0.328,0.671
0.3,2.78,0.001,0.323,0.676
0.3,2.79,0.0,0.322,0.678
0.3,2.8,0.0,0.329,0.671
0.3,2.81,0.0,0.327,0.673
0.3,2.82,0.0,0.332,0.668
0.3,2.83,0.0,0.33,0.67
0.3,2.84,0.0,0.326,0.674
0.3,2.85,0.0,0.306,0.694
0.3,2.86,0.0,0.307,0.693
0.3,2.87,0.0,0.344,0.656
0.3,2.88,0.0,0.315,0.685
0.3,2.89,0.0,0.323,0.677
0.3,2.9,0.0,0.323,0.677
